RiskReportId,ProjectId,ProjectName,ProjectCreatedOn,ProjectTags,CriticalVulnerabilityCount,HighVulnerabilityCount,MediumVulnerabilityCount,LowVulnerabilityCount,NoneVulnerabilityCount,TotalPackages,DirectPackages,CreatedOn,RiskScore,TotalOutdatedPackages,VulnerablePackages,CriticalVulnerablePackages,HighVulnerablePackages,MediumVulnerablePackages,LowVulnerablePackages,NoneVulnerablePackages,TotalPackagesWithLegalRisk,LicensesLegalRisk,ScanOrigin,ScanTags,ExploitablePathEnabled,ExploitablePathsFound,HasRemediationRecommendation,BuildBreakerPolicies,ProjectPolicies,ViolatingPoliciesCount
7f643338-02de-467f-b46e-593c6cd1b944,23c7ab62-d886-48b0-8f8f-ec39901f5f6e,"CheckmarxDev/policy-manager",2023-04-19T06:10:58.858Z,["cxone:maverick";"fedramp";"maverick"],0,2,0,0,0,166,35,2026-04-28T07:50:46.101Z,8.2,150,1,0,1,0,0,0,12,{"Critical":0;"High":0;"Medium":0;"Low":0;"None":12},"Local",["flow:Local";"origin:Github Action";"maverik"],True,0,True,0,[],0
